"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
108,114,0.472406162980118,0.334041601317559,0.0572105779575685,0.0839374838699866,0.227057006018663,0.396430730851501,0.63600857305028,1.12051541741521,1.31603933790349
109,115,0.258592901715041,0.258592901715041,0.00654700543172176,0.0132640818342005,0.0743925418867028,0.179242940736596,0.358485881473192,0.774675101379725,0.953918042116321
110,116,0.566789500502827,0.400780699310885,0.0686408380015419,0.100707586573412,0.2724213549949,0.475634726070983,0.763078489833027,1.34438630041584,1.57897448726507
111,117,0.621161493246626,0.439227504086651,0.0752255385692786,0.110368443313979,0.298554675961322,0.521262261252364,0.836280442366274,1.47335298400159,1.73044516427665
112,118,0.680348088104181,0.481078746665769,0.0823933097892397,0.120884762194824,0.327002084310145,0.570930082916621,0.915964376846703,1.61373957765614,1.89532846431179
113,119,0.744214198056214,0.526238906100857,0.0901277919966855,0.132232540852325,0.357698651899967,0.624524829617655,1.00194842328806,1.76522566412069,2.0732480590214
114,120,0.812287265949167,0.574373834024137,0.0983717563279988,0.144327814974491,0.39041724915275,0.681649943917324,1.09359636983607,1.92669036983837,2.26288748843475
115,121,0.883759963102988,0.624912662851296,0.107027431534608,0.157027137791636,0.424769842111001,0.741627936985568,1.18982129595069,2.09621876586922,2.46199767879958
116,122,0.957522255986851,0.677070480345344,0.115960387406182,0.170133277707539,0.460222904944956,0.803527298104747,1.28912874432528,2.27117792787266,2.66748627462302
117,123,1.03222481254062,0.729893164656483,0.125007213570321,0.183406484382538,0.496127895527714,0.866215703574028,1.38970208591178,2.4483673316069,2.87559427737754
118,124,1.10637436971098,0.782324819353629,0.133987068943616,0.196581433709388,0.531767092828833,0.928440046618005,1.48953091488118,2.62424505826434,3.0821617224522
119,125,1.17845256491895,0.83329179996087,0.142716072773652,0.209388341878156,0.566410711997363,0.988926157604567,1.5865710334797,2.79520965466269,3.28295872243283
120,126,1.24704190619092,0.881791788291396,0.151022560206296,0.221575347844272,0.59937745056775,1.04648451484008,1.67891404779104,2.95789892586262,3.47403639742624
