"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
188,194,1.83150169642904,0.747707436548822,0.672128843437643,0.797623489464944,1.28791485711303,1.73081830602538,2.26578183397367,3.20910687832965,3.56176166629615
189,195,1.85822985307055,0.758619160804968,0.681937605856866,0.809263667363186,1.30671013866202,1.7560771320978,2.29884769020083,3.25593921896606,3.61374050088969
190,196,1.87770769578986,0.76657095679705,0.689085630849207,0.817746315731634,1.32040698812256,1.77448421673561,2.32294406001827,3.2900677590419,3.65161949039598
191,197,1.57181714262629,0.702937995822373,0.510364747761721,0.61934297292275,1.05896476666734,1.46836293072483,1.9724515464072,2.87753162428497,3.21958092954536
192,198,0.940712932465096,0.543120864788886,0.193997622321176,0.256404306371077,0.541630966873608,0.838507706437142,1.22932430619334,1.97417816007542,2.26545237401634
193,199,0.93175329609353,0.537948016317921,0.192149929903053,0.253962233694167,0.536472308643992,0.830521503754942,1.21761584722982,1.95537548623462,2.24387551588269
194,200,0.917799850482503,0.529891990738272,0.189272393963759,0.250159029315966,0.528438382483633,0.818084052038893,1.1993814749226,1.92609281494094,2.21027242040661
195,201,0.901714432131029,0.52060507012302,0.185955193990702,0.245774726312614,0.519176937898785,0.80374625909112,1.17836103917401,1.89233599018682,2.17153504587525
196,202,0.886367510759804,0.511744520938111,0.182790289849152,0.241591710864098,0.510340695115296,0.790066727965577,1.15830567178637,1.86012897362537,2.13457614135251
197,203,1.16515013806492,0.582575069032461,0.317464197638223,0.397991517153427,0.738507173733545,1.0696255221266,1.48831253493105,2.2585434935072,2.55379735691579
